"","Perognathus_merriami","Perognathus_flavus","Perognathus_longimembris","Perognathus_inornatus","Perognathus_amplus","Perognathus_alticolus","Perognathus_parvus","Perognathus_fasciatus","Perognathus_flavescens","Chaetodipus_eremicus","Chaetodipus_penicillatus","Chaetodipus_spinatus","Chaetodipus_intermedius","Chaetodipus_nelsoni","Chaetodipus_goldmani","Chaetodipus_artus","Chaetodipus_siccus_","Chaetodipus_arenarius","Chaetodipus_fallax","Chaetodipus_californicus","Chaetodipus_formosus","Chaetodipus_hispidus","Chaetodipus_rudinoris","Chaetodipus_baileyi","Heteromys_desmarestianus","Heteromys_goldmani","Heteromys_gaumeri","Heteromys_nelsoni","Heteromys_irroratus","Heteromys_pictus_","Heteromys_spectabilis","Heteromys_salvini","Baiomys_brunneus","Baiomys_musculus","Baiomys_taylori","Scotinomys_teguina","Peromyscus_mexicanus","Peromyscus_totontepecus","Peromyscus_gymnotis","Peromyscus_carolpattonae","Peromyscus_guatemalensis","Peromyscus_zarhynchus","Peromyscus_megalops","Peromyscus_yucatanicus","Peromyscus_melanocarpus","Peromyscus_melanophrys","Peromyscus_perfulvus","Podomys_floridanus","Neotomodon_alstoni","Peromyscus_furvus","Peromyscus_beatae","Peromyscus_kilpatricki","Peromyscus_levipes","Peromyscus_ensinki","Peromyscus_greenbaumi","Peromyscus_carletoni","Peromyscus_schmidlyi","Peromyscus_stephani","Peromyscus_boylii","Peromyscus_simulus","Peromyscus_madrensis","Peromyscus_aztecus","Peromyscus_hylocetes","Peromyscus_winkelmanni","Peromyscus_spicilegus","Peromyscus_pectoralis","Peromyscus_collinus","Peromyscus_laceianus","Habromys_delicatulus","Habromys_lepturus","Habromys_ixtlani","Habromys_lophurus","Habromys_chinanteco","Habromys_simulatus","Peromyscus_attwateri","Peromyscus_nasutus","Peromyscus_felipensis","Peromyscus_amplus","Peromyscus_difficilis","Peromyscus_ochraventer","Peromyscus_truei","Peromyscus_gratus","Peromyscus_hooperi","Peromyscus_gossypinus","Peromyscus_leucopus","Peromyscus_maniculatus","Peromyscus_sonoriensis","Peromyscus_polionotus","Peromyscus_labecula","Peromyscus_sejugis","Peromyscus_gambelli_","Peromyscus_keeni","Peromyscus_melanotis_","Peromyscus_purepechus","Peromyscus_crinitus","Peromyscus_caniceps","Peromyscus_fraterculus","Peromyscus_eremicus","Peromyscus_eva","Peromyscus_merriamii","Peromyscus_dickeyi","Peromyscus_avius","Peromyscus_californicus","Osgoodomys_banderanus","Megadontomys_cryophilus","Megadontomys_nelsoni","Megadontomys_thomasi","Peromyscus_mekisturus","Reithrodontomys_hirsutus","Reithrodontomys_fulvescens","Reithrodontomys_microdon","Reithrodontomys_tenuirostris","Reithrodontomys_wagneri","Reithrodontomys_mexicanus","Reithrodontomys_sumichrasti","Reithrodontomys_spectabilis","Reithrodontomys_gracilis","Reithrodontomys_humulis","Reithrodontomys_montanus","Reithrodontomys_raviventris","Reithrodontomys_chrysopsis","Reithrodontomys_zacatecae","Reithrodontomys_megalotis","Peromyscus_polius","Ochrotomys_nuttalli","Onychomys_torridus","Onychomys_leucogaster","Onychomys_arenicola","Neotoma_phenax","Neotoma_devia","Neotoma_lepida","Neotoma_bryanti","Neotoma_insularis","Neotoma_macrotis","Neotoma_fuscipes","Neotoma_stephensi","Neotoma_ferruginea","Neotoma_picta","Neotoma_mexicana","Neotoma_leucodon","Neotoma_angustapalata","Neotoma_nelsoni","Neotoma_micropus","Neotoma_goldmani","Neotoma_floridana","Neotoma_magister","Neotoma_albigula","Neotoma_melanura_","Neotoma_cinerea","Hodomys_alleni","Xenomys_nelsoni","Nelsonia_goldmani","Nelsonia_neotomodon","Lemmus_trimucronatus","Synaptomys_cooperi","Mictomys_borealis","Microtus_miurus_","Microtus_abbreviatus","Microtus_montanus","Microtus_ochrogaster","Microtus_californicus","Microtus_mexicanus","Microtus_mogollonensis","Microtus_richardsoni","Microtus_guatemalensis","Microtus_quasiater","Microtus_pinetorum","Microtus_xanthognathus","Microtus_chrotorrhinus","Microtus_umbrosus","Microtus_oaxacensis","Microtus_longicaudus","Microtus_townsendii","Microtus_canicaudus","Microtus_drummondii","Microtus_pennsylvanicus","Microtus_dukecampbelli","Microtus_oregoni","Alexandromys_oeconomus_","Dicrostonyx_groenlandicus","Dicrostonyx_richardsoni","Dicrostonyx_hudsonius","Ondatra_zibethicus","Neofiber_alleni","Arborimus_albipes","Arborimus_longicaudus","Arborimus_pomo","Phenacomys_ungava","Phenacomys_intermedius","Lemmiscus_curtatus","Clethrionomys_rutilus","Clethrionomys_gapperi","Clethrionomys_californicus","Nyctomys_sumichrasti","Otonyctomys_hatti","Tylomys_tumbalensis","Tylomys_nudicaudus","Ototylomys_chiapensis","Ototylomys_phyllotis","Oligoryzomys_fulvescens","Oryzomys_mexicanus","Oryzomys_couesi","Oryzomys_texensis","Oryzomys_palustris","Casiomys_rostratus_","Casiomys_alfaroi_","Casiomys_melanotis_","Casiomys_guerrerensis_","Casiomys_saturatior_","Casiomys_chapmani_","Casiomys_rhabdops_","Sigmodon_toltecus","Sigmodon_arizonae","Sigmodon_mascotensis","Sigmodon_ochrognathus","Sigmodon_alleni","Sigmodon_hirsutus","Sigmodon_hispidus","Sigmodon_fulviventer","Sigmodon_leucotis","Rheomys_mexicanus","Rheomys_thomasi","Rattus_rattus","Rattus_norvegicus","Mus_musculus","Zapus_princeps","Zapus_oregonus_","Zapus_saltator_","Zapus_trinotatus","Zapus_montanus_","Zapus_pacificus_","Zapus_luteus_","Zapus_hudsonius","Napaeozapus_insignis","Castor_canadensis","Dasyprocta_punctata","Erethizon_dorsatum","Coendou_mexicanus","Cuniculus_paca","Myocastor_coypus","Sylvilagus_floridanus_","Cynomys_mexicanus","Cynomys_ludovicianus","Cynomys_gunnisoni","Cynomys_leucurus","Cynomys_parvidens","Xerospermophilus_mohavensis","Xerospermophilus_tereticaudus","Xerospermophilus_spilosoma","Xerospermophilus_perotensis","Polocitellus_franklinii_","Marmota_vancouverensis","Marmota_caligata","Marmota_olympus","Marmota_flaviventris","Marmota_monax","Marmota_broweri","Ictidomys_parvidens_","Ictidomys_tridecemlineatus","Ictidomys_mexicanus","Urocitellus_brunneus_","Urocitellus_townsendii","Urocitellus_canus_","Urocitellus_mollis","Urocitellus_idahoensis_","Uroticellus_washingtoni","Urocitellus_armatus","Urocitellus_parryii","Uroticellus_elegans","Urocitellus_richardsonii","Urocitellus_columbianus","Urocitellus_beldingi","Otopermophilus_beecheyi","Otospermophilus_douglasii_","Otospermophilus_variegatus","Callospermophilus_madrensis","Callospermophilus_saturatus","Callospermophilus_lateralis_","Ammospermophilus_harrisii","Ammospermophilus_leucurus","Ammospermophilus_interpres","Notocitellus_adocetus","Notocitellus_annulatus","Neotamias_siskiyou","Neotamias_amoenus","Neotamias_obscurus","Neotamias_merriami","Neotamias_durangae","Neotamias_quadrivittatus","Neotamias_palmeri","Neotamias_cinereicollis","Neotamias_dorsalis","Neotamias_rufus","Neotamias_umbrinus","Neotamias_bulleri","Neotamias_canipes","Neotamias_speciosus","Neotamias_minimus","Neotamias_quadrimaculatus","Neotamias_panamintinus","Neotamias_alpinus","Neotamias_ruficaudus","Neotamias_sonomae","Neotamias_senex","Neotamias_ochrogenys","Tamias_striatus","Neotamias_townsendii","Sciurus_griseus","Sciurus_arizonensis","Sciurus_nayaritensis","Sciurus_niger","Sciurus_carolinensis","Sciurus_yucatanensis","Sciurus_variegatoides","Sciurus_oculatus","Sciurus_aureogaster","Sciurus_colliaei","Sciurus_deppei","Sciurus_aberti","Tamiasciurus_fremonti_","Tamiasciurus_douglasii","Tamiasciurus_hudsonicus","Glaucomys_volans","Glaucomys_sabrinus","Glaucomys_oregonensis","Aplodontia_rufa","Dipodomys_deserti","Dipodomys_compactus","Dipodomys_nitratoides","Dipodomys_merriami","Dipodomys_phillipsii","Dipodomys_elator","Dipodomys_gravipes","Dipodomys_californicus","Dipodomys_ingens","Dipodomys_microps","Dipodomys_stephensi","Dipodomys_heermanni","Dipodomys_panamintinus","Dipodomys_venustus","Dipodomys_simulans","Dipodomys_agilis","Dipodomys_ordii","Dipodomys_nelsoni","Dipodomys_spectabilis","Microdipodops_pallidus","Microdipodops_megacephalus","Megascapheus_umbrinus_","Megascapheus_nayarensis","Megascapheus_sheldoni","Megascapheus_atrovarius","Megascapheus_bottae_","Megascapheus_townsendii_","Megascapheus_bulbivorus_","Thomomys_talpoides","Thomomys_mazama","Thomomys_monticola","Cratogeomys_fulvescens","Cratogeomys_merriami","Cratogeomys_perotensis","Cratogeomys_goldmani","Cratogeomys_castanops","Cratogeomys_planiceps","Cratogeomys_fumosus","Pappogeomys_bulleri","Orthogeomys_grandis","Heterogeomys_hispidus","Heterogeomys_lanius","Zygogeomys_trichopus","Geomys_brazensis","Geomys_breviceps","Geomys_streckeri","Geomys_attwateri","Geomys_tropicalis","Geomys_personatus","Geomys_texensis","Geomys_lutescens_","Geomys_jugossicularis","Geomys_bursarius","Geomys_arenarius","Geomys_knoxjonesi","Geomys_pinetis","Geomys_mobilensis_"
"Perognathus_merriami",0,0.303125,0.460704,0.470808,0.445636,0.587743,0.580614,0.702206,0.74752,0.839792,0.809307,0.887556,0.86564,0.904497,0.903286,0.89364,0.881911,0.887781,0.80627,0.834213,0.842071,0.874112,0.926427,1.049936,1.169759,1.006445,1.044966,0.933187,0.924425,0.998253,0.978801,0.908374,1.515488,1.491434,1.485446,1.571583,1.545975,1.532748,1.52731,1.524406,1.528515,1.523547,1.500713,1.54034,1.535267,1.490103,1.519262,1.56759,1.492557,1.528322,1.531859,1.509182,1.51447,1.515357,1.513016,1.518783,1.507174,1.506829,1.510113,1.511993,1.499126,1.509925,1.502217,1.508133,1.509164,1.516728,1.512586,1.496411,1.556406,1.535116,1.535603,1.594756,1.582973,1.553441,1.518563,1.527508,1.539609,1.523691,1.528407,1.57087,1.59902,1.508487,1.510555,1.535775,1.510525,1.501671,1.499767,1.51219,1.492848,1.488015,1.477319,1.480415,1.481707,1.487794,1.515793,1.586315,1.558186,1.559281,1.561769,1.580129,1.578226,1.598923,1.537065,1.567941,1.469706,1.48089,1.50042,1.481686,1.49849,1.575469,1.668608,1.691143,1.665297,1.67949,1.656669,1.678546,1.682512,1.611232,1.632009,1.597266,1.659655,1.579197,1.565561,1.456402,1.510311,1.464719,1.486519,1.578533,1.6521,1.655652,1.665231,1.656438,1.671752,1.632175,1.674918,1.597395,1.658747,1.640903,1.616045,1.61474,1.615303,1.771608,1.648134,1.642269,1.643936,1.642957,1.636659,1.617964,1.67722,1.689142,1.619951,1.505167,1.478763,1.514831,1.509229,1.498649,1.491638,1.501159,1.50194,1.509113,1.553589,1.53751,1.538422,1.533299,1.518665,1.50193,1.519069,1.514066,1.51571,1.516546,1.508284,1.51998,1.516021,1.519556,1.534629,1.532006,1.53385,1.562132,1.476746,1.516195,1.519926,1.539514,1.53282,1.565985,1.547933,1.591532,1.561394,1.552763,1.528397,1.51896,1.46249,1.447369,1.43307,2.004147,1.773229,1.901249,1.932457,1.910682,1.944981,1.80376,1.856664,1.84977,1.833816,1.828818,1.837789,1.841129,1.790964,1.765959,1.787641,1.770629,1.798252,1.713071,1.713345,1.704369,1.71262,1.746993,1.728374,1.750387,1.795688,1.769238,1.80938,1.797383,1.374952,1.435561,1.391546,1.625226,1.623553,1.628634,1.562255,1.570588,1.600262,1.589263,1.613395,1.523945,1.377813,1.66749,1.567283,1.545817,1.655507,1.560235,1.395647,1.549419,1.551484,1.546899,1.553697,1.551531,1.559091,1.574977,1.56037,1.566574,1.55813,1.638209,1.640839,1.662641,1.613231,1.635568,1.664756,1.543971,1.533368,1.535015,1.510312,1.504496,1.504496,1.502242,1.507252,1.506442,1.50823,1.540276,1.526141,1.531451,1.518429,1.495616,1.583296,1.592976,1.573816,1.565339,1.565756,1.531167,1.458444,1.456613,1.483659,1.565505,1.513084,1.352513,1.428709,1.476906,1.459461,1.465262,1.462246,1.464255,1.462777,1.465075,1.469229,1.467987,1.468645,1.460375,1.463136,1.464788,1.462156,1.469092,1.468948,1.472773,1.413786,1.411512,1.414298,1.409303,1.419215,1.546588,1.57389,1.579685,1.585042,1.561413,1.569562,1.558057,1.539397,1.540599,1.526189,1.594871,1.498829,1.463218,1.468629,1.442515,1.463197,1.511083,1.525857,1.519468,1.072681,1.127364,1.095101,1.137337,1.117961,1.176537,1.102599,1.249214,1.107232,1.209982,1.16428,1.183518,1.185639,1.151951,1.134094,1.13058,1.171083,1.207516,1.17374,1.129731,1.014773,1.205068,1.221418,1.15561,1.17715,1.170682,1.13718,1.168145,1.10253,1.167374,1.168867,1.181361,1.167597,1.168807,1.242353,1.221558,1.20662,1.172857,1.134632,1.18913,1.161526,1.202899,1.171218,1.127319,1.164648,1.206953,1.228123,1.221086,1.210995,1.204481,1.210951,1.208888,1.207303,1.233495,1.235559,1.157503,1.122664
"Perognathus_flavus",0.303125,0,0.455969,0.466073,0.440901,0.583008,0.575879,0.697471,0.742785,0.835057,0.804572,0.882821,0.860905,0.899762,0.898551,0.888905,0.877176,0.883046,0.801535,0.829478,0.837336,0.869377,0.921692,1.045201,1.165024,1.00171,1.040231,0.928452,0.91969,0.993518,0.974066,0.903639,1.510753,1.486699,1.480711,1.566848,1.54124,1.528013,1.522575,1.519671,1.52378,1.518812,1.495978,1.535605,1.530532,1.485368,1.514527,1.562855,1.487822,1.523587,1.527124,1.504447,1.509735,1.510622,1.508281,1.514048,1.502439,1.502094,1.505378,1.507258,1.494391,1.50519,1.497482,1.503398,1.504429,1.511993,1.507851,1.491676,1.551671,1.530381,1.530868,1.590021,1.578238,1.548706,1.513828,1.522773,1.534874,1.518956,1.523672,1.566135,1.594285,1.503752,1.50582,1.53104,1.50579,1.496936,1.495032,1.507455,1.488113,1.48328,1.472584,1.47568,1.476972,1.483059,1.511058,1.58158,1.553451,1.554546,1.557034,1.575394,1.573491,1.594188,1.53233,1.563206,1.464971,1.476155,1.495685,1.476951,1.493755,1.570734,1.663873,1.686408,1.660562,1.674755,1.651934,1.673811,1.677777,1.606497,1.627274,1.592531,1.65492,1.574462,1.560826,1.451667,1.505576,1.459984,1.481784,1.573798,1.647365,1.650917,1.660496,1.651703,1.667017,1.62744,1.670183,1.59266,1.654012,1.636168,1.61131,1.610005,1.610568,1.766873,1.643399,1.637534,1.639201,1.638222,1.631924,1.613229,1.672485,1.684407,1.615216,1.500432,1.474028,1.510096,1.504494,1.493914,1.486903,1.496424,1.497205,1.504378,1.548854,1.532775,1.533687,1.528564,1.51393,1.497195,1.514334,1.509331,1.510975,1.511811,1.503549,1.515245,1.511286,1.514821,1.529894,1.527271,1.529115,1.557397,1.472011,1.51146,1.515191,1.534779,1.528085,1.56125,1.543198,1.586797,1.556659,1.548028,1.523662,1.514225,1.457755,1.442634,1.428335,1.999412,1.768494,1.896514,1.927722,1.905947,1.940246,1.799025,1.851929,1.845035,1.829081,1.824083,1.833054,1.836394,1.786229,1.761224,1.782906,1.765894,1.793517,1.708336,1.70861,1.699634,1.707885,1.742258,1.723639,1.745652,1.790953,1.764503,1.804645,1.792648,1.370217,1.430826,1.386811,1.620491,1.618818,1.623899,1.55752,1.565853,1.595527,1.584528,1.60866,1.51921,1.373078,1.662755,1.562548,1.541082,1.650772,1.5555,1.390912,1.544684,1.546749,1.542164,1.548962,1.546796,1.554356,1.570242,1.555635,1.561839,1.553395,1.633474,1.636104,1.657906,1.608496,1.630833,1.660021,1.539236,1.528633,1.53028,1.505577,1.499761,1.499761,1.497507,1.502517,1.501707,1.503495,1.535541,1.521406,1.526716,1.513694,1.490881,1.578561,1.588241,1.569081,1.560604,1.561021,1.526432,1.453709,1.451878,1.478924,1.56077,1.508349,1.347778,1.423974,1.472171,1.454726,1.460527,1.457511,1.45952,1.458042,1.46034,1.464494,1.463252,1.46391,1.45564,1.458401,1.460053,1.457421,1.464357,1.464213,1.468038,1.409051,1.406777,1.409563,1.404568,1.41448,1.541853,1.569155,1.57495,1.580307,1.556678,1.564827,1.553322,1.534662,1.535864,1.521454,1.590136,1.494094,1.458483,1.463894,1.43778,1.458462,1.506348,1.521122,1.514733,1.067946,1.122629,1.090366,1.132602,1.113226,1.171802,1.097864,1.244479,1.102497,1.205247,1.159545,1.178783,1.180904,1.147216,1.129359,1.125845,1.166348,1.202781,1.169005,1.124996,1.010038,1.200333,1.216683,1.150875,1.172415,1.165947,1.132445,1.16341,1.097795,1.162639,1.164132,1.176626,1.162862,1.164072,1.237618,1.216823,1.201885,1.168122,1.129897,1.184395,1.156791,1.198164,1.166483,1.122584,1.159913,1.202218,1.223388,1.216351,1.20626,1.199746,1.206216,1.204153,1.202568,1.22876,1.230824,1.152768,1.117929
"Perognathus_longimembris",0.460704,0.455969,0,0.085824,0.240776,0.583169,0.57604,0.697632,0.742946,0.835218,0.804733,0.882982,0.861066,0.899923,0.898712,0.889066,0.877337,0.883207,0.801696,0.829639,0.837497,0.869538,0.921853,1.045362,1.165185,1.001871,1.040392,0.928613,0.919851,0.993679,0.974227,0.9038,1.510914,1.48686,1.480872,1.567009,1.541401,1.528174,1.522736,1.519832,1.523941,1.518973,1.496139,1.535766,1.530693,1.485529,1.514688,1.563016,1.487983,1.523748,1.527285,1.504608,1.509896,1.510783,1.508442,1.514209,1.5026,1.502255,1.505539,1.507419,1.494552,1.505351,1.497643,1.503559,1.50459,1.512154,1.508012,1.491837,1.551832,1.530542,1.531029,1.590182,1.578399,1.548867,1.513989,1.522934,1.535035,1.519117,1.523833,1.566296,1.594446,1.503913,1.505981,1.531201,1.505951,1.497097,1.495193,1.507616,1.488274,1.483441,1.472745,1.475841,1.477133,1.48322,1.511219,1.581741,1.553612,1.554707,1.557195,1.575555,1.573652,1.594349,1.532491,1.563367,1.465132,1.476316,1.495846,1.477112,1.493916,1.570895,1.664034,1.686569,1.660723,1.674916,1.652095,1.673972,1.677938,1.606658,1.627435,1.592692,1.655081,1.574623,1.560987,1.451828,1.505737,1.460145,1.481945,1.573959,1.647526,1.651078,1.660657,1.651864,1.667178,1.627601,1.670344,1.592821,1.654173,1.636329,1.611471,1.610166,1.610729,1.767034,1.64356,1.637695,1.639362,1.638383,1.632085,1.61339,1.672646,1.684568,1.615377,1.500593,1.474189,1.510257,1.504655,1.494075,1.487064,1.496585,1.497366,1.504539,1.549015,1.532936,1.533848,1.528725,1.514091,1.497356,1.514495,1.509492,1.511136,1.511972,1.50371,1.515406,1.511447,1.514982,1.530055,1.527432,1.529276,1.557558,1.472172,1.511621,1.515352,1.53494,1.528246,1.561411,1.543359,1.586958,1.55682,1.548189,1.523823,1.514386,1.457916,1.442795,1.428496,1.999573,1.768655,1.896675,1.927883,1.906108,1.940407,1.799186,1.85209,1.845196,1.829242,1.824244,1.833215,1.836555,1.78639,1.761385,1.783067,1.766055,1.793678,1.708497,1.708771,1.699795,1.708046,1.742419,1.7238,1.745813,1.791114,1.764664,1.804806,1.792809,1.370378,1.430987,1.386972,1.620652,1.618979,1.62406,1.557681,1.566014,1.595688,1.584689,1.608821,1.519371,1.373239,1.662916,1.562709,1.541243,1.650933,1.555661,1.391073,1.544845,1.54691,1.542325,1.549123,1.546957,1.554517,1.570403,1.555796,1.562,1.553556,1.633635,1.636265,1.658067,1.608657,1.630994,1.660182,1.539397,1.528794,1.530441,1.505738,1.499922,1.499922,1.497668,1.502678,1.501868,1.503656,1.535702,1.521567,1.526877,1.513855,1.491042,1.578722,1.588402,1.569242,1.560765,1.561182,1.526593,1.45387,1.452039,1.479085,1.560931,1.50851,1.347939,1.424135,1.472332,1.454887,1.460688,1.457672,1.459681,1.458203,1.460501,1.464655,1.463413,1.464071,1.455801,1.458562,1.460214,1.457582,1.464518,1.464374,1.468199,1.409212,1.406938,1.409724,1.404729,1.414641,1.542014,1.569316,1.575111,1.580468,1.556839,1.564988,1.553483,1.534823,1.536025,1.521615,1.590297,1.494255,1.458644,1.464055,1.437941,1.458623,1.506509,1.521283,1.514894,1.068107,1.12279,1.090527,1.132763,1.113387,1.171963,1.098025,1.24464,1.102658,1.205408,1.159706,1.178944,1.181065,1.147377,1.12952,1.126006,1.166509,1.202942,1.169166,1.125157,1.010199,1.200494,1.216844,1.151036,1.172576,1.166108,1.132606,1.163571,1.097956,1.1628,1.164293,1.176787,1.163023,1.164233,1.237779,1.216984,1.202046,1.168283,1.130058,1.184556,1.156952,1.198325,1.166644,1.122745,1.160074,1.202379,1.223549,1.216512,1.206421,1.199907,1.206377,1.204314,1.202729,1.228921,1.230985,1.152929,1.11809
"Perognathus_inornatus",0.470808,0.466073,0.085824,0,0.25088,0.593273,0.586144,0.707736,0.75305,0.845322,0.814837,0.893086,0.87117,0.910027,0.908816,0.89917,0.887441,0.893311,0.8118,0.839743,0.847601,0.879642,0.931957,1.055466,1.175289,1.011975,1.050496,0.938717,0.929955,1.003783,0.984331,0.913904,1.521018,1.496964,1.490976,1.577113,1.551505,1.538278,1.53284,1.529936,1.534045,1.529077,1.506243,1.54587,1.540797,1.495633,1.524792,1.57312,1.498087,1.533852,1.537389,1.514712,1.52,1.520887,1.518546,1.524313,1.512704,1.512359,1.515643,1.517523,1.504656,1.515455,1.507747,1.513663,1.514694,1.522258,1.518116,1.501941,1.561936,1.540646,1.541133,1.600286,1.588503,1.558971,1.524093,1.533038,1.545139,1.529221,1.533937,1.5764,1.60455,1.514017,1.516085,1.541305,1.516055,1.507201,1.505297,1.51772,1.498378,1.493545,1.482849,1.485945,1.487237,1.493324,1.521323,1.591845,1.563716,1.564811,1.567299,1.585659,1.583756,1.604453,1.542595,1.573471,1.475236,1.48642,1.50595,1.487216,1.50402,1.580999,1.674138,1.696673,1.670827,1.68502,1.662199,1.684076,1.688042,1.616762,1.637539,1.602796,1.665185,1.584727,1.571091,1.461932,1.515841,1.470249,1.492049,1.584063,1.65763,1.661182,1.670761,1.661968,1.677282,1.637705,1.680448,1.602925,1.664277,1.646433,1.621575,1.62027,1.620833,1.777138,1.653664,1.647799,1.649466,1.648487,1.642189,1.623494,1.68275,1.694672,1.625481,1.510697,1.484293,1.520361,1.514759,1.504179,1.497168,1.506689,1.50747,1.514643,1.559119,1.54304,1.543952,1.538829,1.524195,1.50746,1.524599,1.519596,1.52124,1.522076,1.513814,1.52551,1.521551,1.525086,1.540159,1.537536,1.53938,1.567662,1.482276,1.521725,1.525456,1.545044,1.53835,1.571515,1.553463,1.597062,1.566924,1.558293,1.533927,1.52449,1.46802,1.452899,1.4386,2.009677,1.778759,1.906779,1.937987,1.916212,1.950511,1.80929,1.862194,1.8553,1.839346,1.834348,1.843319,1.846659,1.796494,1.771489,1.793171,1.776159,1.803782,1.718601,1.718875,1.709899,1.71815,1.752523,1.733904,1.755917,1.801218,1.774768,1.81491,1.802913,1.380482,1.441091,1.397076,1.630756,1.629083,1.634164,1.567785,1.576118,1.605792,1.594793,1.618925,1.529475,1.383343,1.67302,1.572813,1.551347,1.661037,1.565765,1.401177,1.554949,1.557014,1.552429,1.559227,1.557061,1.564621,1.580507,1.5659,1.572104,1.56366,1.643739,1.646369,1.668171,1.618761,1.641098,1.670286,1.549501,1.538898,1.540545,1.515842,1.510026,1.510026,1.507772,1.512782,1.511972,1.51376,1.545806,1.531671,1.536981,1.523959,1.501146,1.588826,1.598506,1.579346,1.570869,1.571286,1.536697,1.463974,1.462143,1.489189,1.571035,1.518614,1.358043,1.434239,1.482436,1.464991,1.470792,1.467776,1.469785,1.468307,1.470605,1.474759,1.473517,1.474175,1.465905,1.468666,1.470318,1.467686,1.474622,1.474478,1.478303,1.419316,1.417042,1.419828,1.414833,1.424745,1.552118,1.57942,1.585215,1.590572,1.566943,1.575092,1.563587,1.544927,1.546129,1.531719,1.600401,1.504359,1.468748,1.474159,1.448045,1.468727,1.516613,1.531387,1.524998,1.078211,1.132894,1.100631,1.142867,1.123491,1.182067,1.108129,1.254744,1.112762,1.215512,1.16981,1.189048,1.191169,1.157481,1.139624,1.13611,1.176613,1.213046,1.17927,1.135261,1.020303,1.210598,1.226948,1.16114,1.18268,1.176212,1.14271,1.173675,1.10806,1.172904,1.174397,1.186891,1.173127,1.174337,1.247883,1.227088,1.21215,1.178387,1.140162,1.19466,1.167056,1.208429,1.176748,1.132849,1.170178,1.212483,1.233653,1.226616,1.216525,1.210011,1.216481,1.214418,1.212833,1.239025,1.241089,1.163033,1.128194
